1.675,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
1.768,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
1.861,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
1.954,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.047,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.140,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.233,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.326,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.419,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.512,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.605,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.698,1,0.00,0.0,0.0,1,0.0,14.6488115077,0,---,0,14.6488115077,0,0,0,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.791,1,0.00,0.0,0.0,1,0.0,14.6488115077,0.01851883,---,0,14.6488115077,0,0,0.01851883,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.884,1,0.00,0.0,0.0,1,0.0,14.5907964126,0.1402139987,---,0,14.5907964126,0,0,0.1402139987,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
2.977,1,0.00,0.0,0.0,1,0.0,14.5327813175,0.3280478461,---,0,14.5327813175,0,0,0.3280478461,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.070,1,0.00,0.0,0.0,1,0.0,14.6343077339,0.2394220167,---,0,14.6343077339,0,0,0.2394220167,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,4.6,0,4.6,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.163,1,0.00,0.0,0.0,1,0.0,14.5327813175,0.3769904683,---,223,14.5327813175,0,223,0.3769904683,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,36.8,0,36.8,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.256,1,0.00,0.0,0.0,1,0.0,14.50377377,0.5317549764,---,253,14.50377377,0,253,0.5317549764,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,56.5,0,56.5,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.349,1,0.00,0.0,0.0,1,0.0,14.6053001864,0.2685230353,---,205,14.6053001864,0,205,0.2685230353,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,62.2,0,62.2,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.442,1,0.00,0.0,0.0,1,0.0,14.3587360323,0.5859886929,---,208,14.3587360323,0,208,0.5859886929,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,75.1,0,75.1,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.535,1,0.00,0.0,0.0,1,0.0,14.3587360323,0.6627095601,---,218,14.3587360323,0,218,0.6627095601,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,74.5,0,74.5,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.628,1,0.00,0.0,0.0,1,0.0,14.6488115077,0.4814895806,---,257,14.6488115077,0,257,0.4814895806,0,0.0,1,0,0,22.0,0,22.0,22.0,22.0,22.0,74.5,0,74.5,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.721,1,0.00,0.0,0.0,1,2.3,13.749577534,1.7791304558,---,720,13.749577534,0,720,1.7791304558,0,2.3,1,0,0,22.0,0,22.0,22.0,22.0,22.0,74,0,74,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.814,1,0.00,0.0,0.0,1,-0.7,13.0388926192,2.7645967678,---,1356,13.0388926192,0,1356,2.7645967678,0,-0.7,1,0,0,23.3,0,23.3,23.3,23.3,23.3,73.4,0,73.4,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
3.907,1,0.00,0.0,0.0,1,-5.7,10.8923341013,2.9656583509,---,1921,10.8923341013,0,1921,2.9656583509,0,-5.7,1,0,0,16.5,0,16.5,16.5,16.5,16.5,62.8,0,62.8,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
4.000,1,0.00,0.0,0.0,1,-10.3,8.2526472751,0.9193276333,---,2041,8.2526472751,0,2041,0.9193276333,0,-10.3,1,0,0,15.1,0,15.1,15.1,15.1,15.1,51.6,0,51.6,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
4.093,1,0.00,0.0,0.0,1,-11.0,7.3969246227,2.4312578274,---,1969,7.3969246227,0,1969,2.4312578274,0,-11.0,1,0,0,18.8,0,18.8,18.8,18.8,18.8,46.4,0,46.4,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
4.186,1,0.00,0.0,0.0,1,-10.9,7.2953982063,2.3135309794,---,1872,7.2953982063,0,1872,2.3135309794,0,-10.9,1,0,0,19.4,0,19.4,19.4,19.4,19.4,47.9,0,47.9,0,0,0,0,0.0,0.0,0,0,77,0,77.0,0,75,101,77
4.279,1,0.00,0.0,0.0,1,-10.0,7.3534133014,1.809554248,---,1744,7.3534133014,0,1744,1.809554248,0,-10.0,1,0,0,19.2,0,19.2,19.2,19.2,19.2,47.8,0,47.8,0,0,0,0,0.0,0.0,0,0,76,0,77.0,0,75,101,76
4.372,1,0.00,0.0,0.0,1,-9.6,7.8755491571,2.1878674899,---,1620,7.8755491571,0,1620,2.1878674899,0,-9.6,1,0,0,19.5,0,19.5,19.5,19.5,19.5,47.3,0,47.3,0,0,0,0,0.0,0.0,0,0,76,0,77.0,0,75,101,76
4.465,1,0.00,0.0,0.0,1,-8.2,8.2236397276,2.8479315029,---,1492,8.2236397276,0,1492,2.8479315029,0,-8.2,1,0,0,18.2,0,18.2,18.2,18.2,18.2,51.3,0,51.3,0,0,0,0,0.0,0.0,0,0,76,0,76.8,0,75,101,76
4.558,1,0.00,0.0,0.0,1,-5.1,8.1801284063,1.8386552666,---,1445,8.1801284063,0,1445,1.8386552666,0,-5.1,1,0,0,17.4,0,17.4,17.4,17.4,17.4,53.4,0,53.4,0,0,0,0,0.0,0.0,0,0,76,0,76.3,0,75,101,76
4.651,1,0.00,0.0,0.0,1,-4.5,8.2961585964,1.8783384738,---,1519,8.2961585964,0,1519,1.8783384738,0,-4.5,1,0,0,19.3,0,19.3,19.3,19.3,19.3,52.6,0,52.6,0,0,0,0,0.0,0.0,0,0,75,0,75.9,0,75,101,75
4.744,1,0.00,0.0,5.9,1,-9.8,8.325166144,2.525174751,---,1586,8.325166144,0,1586,2.525174751,0,-9.8,1,0,0,18.7,0,18.7,18.7,18.7,18.7,56.3,0,56.3,0,0,0,0,5.9,0.0,0,0,75,0,75.5,0,75,101,75
4.837,1,0.00,0.0,7.0,1,-10.5,7.8900529309,2.0053247368,---,1623,7.8900529309,0,1623,2.0053247368,0,-10.5,1,0,0,16.9,0,16.9,16.9,16.9,16.9,55,0,55,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
4.931,1,0.00,0.0,7.0,1,-10.5,7.6579925506,1.9193444546,---,1650,7.6579925506,0,1650,1.9193444546,0,-10.5,1,0,0,18.0,0,18.0,18.0,18.0,18.0,51.1,0,51.1,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.024,1,0.00,0.0,7.0,1,-10.1,7.4549397178,2.1336337734,---,1649,7.4549397178,0,1649,2.1336337734,0,-10.1,1,0,0,18.3,0,18.3,18.3,18.3,18.3,49.1,0,49.1,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.117,1,0.00,0.0,7.0,1,-9.0,7.7595189669,2.3585052808,---,1553,7.7595189669,0,1553,2.3585052808,0,-9.0,1,0,0,18.4,0,18.4,18.4,18.4,18.4,49.4,0,49.4,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.210,1,0.00,0.0,7.0,1,-9.0,7.6144812292,2.2328417914,---,1512,7.6144812292,0,1512,2.2328417914,0,-9.0,1,0,0,17.9,0,17.9,17.9,17.9,17.9,52,0,52,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.303,1,0.00,0.0,7.0,1,-9.6,7.7740227407,2.0331029819,---,1556,7.7740227407,0,1556,2.0331029819,0,-9.6,1,0,0,17.9,0,17.9,17.9,17.9,17.9,51.4,0,51.4,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.396,1,0.00,0.0,7.0,1,-10.0,7.8320378358,2.1587664713,---,1581,7.8320378358,0,1581,2.1587664713,0,-10.0,1,0,0,18.0,0,18.0,18.0,18.0,18.0,50.7,0,50.7,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.489,1,0.00,0.0,7.0,1,-10.0,7.8320378358,2.2685566779,---,1612,7.8320378358,0,1612,2.2685566779,0,-10.0,1,0,0,18.0,0,18.0,18.0,18.0,18.0,51.4,0,51.4,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.582,1,0.00,0.0,7.0,1,-10.0,7.3969246227,2.1243743584,---,1630,7.3969246227,0,1630,2.1243743584,0,-10.0,1,0,0,17.8,0,17.8,17.8,17.8,17.8,51.7,0,51.7,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.675,1,0.00,0.0,7.0,1,-10.0,7.2663906588,1.8849523417,---,1640,7.2663906588,0,1640,1.8849523417,0,-10.0,1,0,0,18.0,0,18.0,18.0,18.0,18.0,49.6,0,49.6,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.768,1,0.00,0.0,7.0,1,-9.5,7.4839472653,2.2288734707,---,1558,7.4839472653,0,1558,2.2288734707,0,-9.5,1,0,0,18.3,0,18.3,18.3,18.3,18.3,48.4,0,48.4,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.861,1,0.00,0.0,7.0,1,-8.4,7.9915793473,2.5913134297,---,1486,7.9915793473,0,1486,2.5913134297,0,-8.4,1,0,0,18.1,0,18.1,18.1,18.1,18.1,50.1,0,50.1,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
5.954,1,0.00,0.0,7.0,1,-8.3,7.8755491571,2.2659111307,---,1504,7.8755491571,0,1504,2.2659111307,0,-8.3,1,0,0,17.7,0,17.7,17.7,17.7,17.7,52.1,0,52.1,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
6.047,1,0.00,0.0,7.0,1,-9.7,7.7015038719,1.9299266432,---,1570,7.7015038719,0,1570,1.9299266432,0,-9.7,1,0,0,18.0,0,18.0,18.0,18.0,18.0,50.9,0,50.9,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
6.140,1,0.00,0.0,7.0,1,-10.0,7.8030302883,2.1389248677,---,1587,7.8030302883,0,1587,2.1389248677,0,-10.0,1,0,0,18.4,0,18.4,18.4,18.4,18.4,48.8,0,48.8,0,0,0,0,7.0,0.0,0,0,75,0,75.2,0,75,101,75
6.233,1,0.00,0.0,7.0,1,-9.8,7.7595189669,2.4167073181,---,1536,7.7595189669,0,1536,2.4167073181,0,-9.8,1,0,0,18.4,0,18.4,18.4,18.4,18.4,50.1,0,50.1,0,0,0,0,7.0,0.0,0,0,75,0,75.1,0,75,101,75
6.326,1,0.00,0.0,7.0,1,-9.7,7.9625717997,2.5357569396,---,1476,7.9625717997,0,1476,2.5357569396,0,-9.7,1,0,0,18.4,0,18.4,18.4,18.4,18.4,52.3,0,52.3,0,0,0,0,7.0,0.0,0,0,75,0,74.6,0,75,101,75
6.419,1,0.00,0.0,7.0,1,-10.0,7.8465416096,1.7645799465,---,1522,7.8465416096,0,1522,1.7645799465,0,-10.0,1,0,0,15.9,0,15.9,15.9,15.9,15.9,53.2,0,53.2,0,0,0,0,7.0,0.0,0,0,75,0,74.1,0,75,101,75
6.512,1,0.00,0.0,7.0,1,-9.6,7.3389095276,1.3677478746,---,1562,7.3389095276,0,1562,1.3677478746,0,-9.6,1,0,0,17.7,0,17.7,17.7,17.7,17.7,49.4,0,49.4,0,0,0,0,7.0,0.0,0,0,75,0,73.6,0,75,101,75
6.605,1,0.00,0.0,7.0,1,-8.6,7.6144812292,2.0278118876,---,1487,7.6144812292,0,1487,2.0278118876,0,-8.6,1,0,0,18.4,0,18.4,18.4,18.4,18.4,47.8,0,47.8,0,0,0,0,7.0,0.0,0,0,74,0,73.4,0,75,101,74
6.698,1,0.00,0.0,7.0,1,-8.1,7.8320378358,2.3280814887,---,1474,7.8320378358,0,1474,2.3280814887,0,-8.1,1,0,0,18.4,0,18.4,18.4,18.4,18.4,49.5,0,49.5,0,0,0,0,7.0,0.0,0,0,74,0,73.4,0,75,101,74
6.791,1,0.00,0.0,7.0,1,-9.5,7.5999774555,2.4180300916,---,1495,7.5999774555,0,1495,2.4180300916,0,-9.5,1,0,0,17.9,0,17.9,17.9,17.9,17.9,51.9,0,51.9,0,0,0,0,7.0,0.0,0,0,74,0,73.4,0,75,101,74
6.884,1,0.00,0.0,7.0,1,-9.5,7.1068491473,1.6058471177,---,1521,7.1068491473,0,1521,1.6058471177,0,-9.5,1,0,0,16.5,0,16.5,16.5,16.5,16.5,51.7,0,51.7,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
6.977,1,0.00,0.0,7.0,1,-9.2,7.1068491473,1.4352093268,---,1552,7.1068491473,0,1552,1.4352093268,0,-9.2,1,0,0,17.4,0,17.4,17.4,17.4,17.4,47.8,0,47.8,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.070,1,0.00,0.0,7.0,1,-9.6,7.1068491473,1.8862751152,---,1529,7.1068491473,0,1529,1.8862751152,0,-9.6,1,0,0,16.8,0,16.8,16.8,16.8,16.8,47.5,0,47.5,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.163,1,0.00,0.0,7.0,1,-8.8,7.8610453833,2.0238435668,---,1449,7.8610453833,0,1449,2.0238435668,0,-8.8,1,0,0,17.4,0,17.4,17.4,17.4,17.4,48.4,0,48.4,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.256,1,0.00,0.0,7.0,1,-9.5,7.5419623604,1.936540511,---,1469,7.5419623604,0,1469,1.936540511,0,-9.5,1,0,0,17.3,0,17.3,17.3,17.3,17.3,50.1,0,50.1,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.349,1,0.00,0.0,7.0,1,-9.5,7.3824208489,1.7354789279,---,1512,7.3824208489,0,1512,1.7354789279,0,-9.5,1,0,0,17.2,0,17.2,17.2,17.2,17.2,49.2,0,49.2,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.442,1,0.00,0.0,7.0,1,-9.7,7.2663906588,1.6045243442,---,1520,7.2663906588,0,1520,1.6045243442,0,-9.7,1,0,0,16.5,0,16.5,16.5,16.5,16.5,47.9,0,47.9,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.535,1,0.00,0.0,7.0,1,-8.8,7.4984510391,1.5542589484,---,1454,7.4984510391,0,1454,1.5542589484,0,-8.8,1,0,0,18.8,0,18.8,18.8,18.8,18.8,46.9,0,46.9,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.628,1,0.00,0.0,7.0,1,-7.8,7.948068026,1.945799926,---,1400,7.948068026,0,1400,1.945799926,0,-7.8,1,0,0,18.5,0,18.5,18.5,18.5,18.5,50.1,0,50.1,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.721,1,0.00,0.0,7.0,1,-8.2,8.2236397276,2.234164565,---,1409,8.2236397276,0,1409,2.234164565,0,-8.2,1,0,0,18.7,0,18.7,18.7,18.7,18.7,52.6,0,52.6,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.814,1,0.00,0.0,7.0,1,-10.0,7.9915793473,2.1190832641,---,1452,7.9915793473,0,1452,2.1190832641,0,-10.0,1,0,0,17.5,0,17.5,17.5,17.5,17.5,53.5,0,53.5,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
7.907,1,0.00,0.0,7.0,1,-10.0,7.7740227407,1.465633119,---,1477,7.7740227407,0,1477,1.465633119,0,-10.0,1,0,0,16.9,0,16.9,16.9,16.9,16.9,51.5,0,51.5,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.000,1,0.00,0.0,7.0,1,-10.0,7.6870000981,1.6971184943,---,1491,7.6870000981,0,1491,1.6971184943,0,-10.0,1,0,0,17.5,0,17.5,17.5,17.5,17.5,49.8,0,49.8,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.093,1,0.00,0.0,7.0,1,-10.0,7.3824208489,1.8823067945,---,1506,7.3824208489,0,1506,1.8823067945,0,-10.0,1,0,0,16.5,0,16.5,16.5,16.5,16.5,49.5,0,49.5,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.187,1,0.00,0.0,7.0,1,-9.7,7.0198265047,1.8479146816,---,1509,7.0198265047,0,1509,1.8479146816,0,-9.7,1,0,0,17.3,0,17.3,17.3,17.3,17.3,47.3,0,47.3,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.280,1,0.00,0.0,7.0,1,-7.0,7.3244057538,1.772516588,---,1438,7.3244057538,0,1438,1.772516588,0,-7.0,1,0,0,18.8,0,18.8,18.8,18.8,18.8,45.9,0,45.9,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.373,1,0.00,0.0,7.0,1,-7.7,7.8030302883,2.5833767883,---,1408,7.8030302883,0,1408,2.5833767883,0,-7.7,1,0,0,18.4,0,18.4,18.4,18.4,18.4,48.8,0,48.8,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.466,1,0.00,0.0,7.0,1,-9.7,7.7305114194,1.5476450805,---,1449,7.7305114194,0,1449,1.5476450805,0,-9.7,1,0,0,16.7,0,16.7,16.7,16.7,16.7,52.3,0,52.3,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.559,1,0.00,0.0,7.0,1,-10.0,7.2663906588,1.5410312127,---,1472,7.2663906588,0,1472,1.5410312127,0,-10.0,1,0,0,16.9,0,16.9,16.9,16.9,16.9,49.7,0,49.7,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.652,1,0.00,0.0,7.0,1,-8.2,7.251886885,1.6230431742,---,1509,7.251886885,0,1509,1.6230431742,0,-8.2,1,0,0,18.0,0,18.0,18.0,18.0,18.0,46.6,0,46.6,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
8.745,1,0.00,0.0,7.0,1,-9.7,7.4694434915,1.945799926,---,1489,7.4694434915,0,1489,1.945799926,0,-9.7,1,0,0,17.7,0,17.7,17.7,17.7,17.7,47.7,0,47.7,0,0,0,0,7.0,0.0,0,0,73,0,73.4,0,75,101,73
